Farmer No.,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52
74,"1,264","1,303","1,360","1,254",640,"1,215",782,900,805,"1,912","4,128","5,064","6,066","8,938","11,393","13,855","11,549","12,001","12,749","9,758","11,422","10,511","10,406","10,763","10,066","8,209","7,623","7,137","7,359","5,805","7,838","6,130","4,829","3,443","4,154","2,187","1,968","1,760","1,269","2,657","1,412","3,572","4,623","3,224","1,507","1,359",951,"1,068","1,363","2,742","2,161","2,484"
75,"1,083","1,076",918,839,308,743,587,776,332,999,"14,206","18,651","11,526","36,386","40,431","94,121","56,930","32,523","57,264","50,173","28,099","18,657","42,120","45,239","41,191","28,398","59,456","41,697","43,547","27,954","7,369",0,0,0,0,0,0,"3,662","4,753","1,717",0,0,0,0,0,0,0,0,0,0,0,0
76,"2,675","2,196","1,955","1,935","1,134","2,098","2,107","3,987",0,0,0,0,0,0,0,0,"7,091","5,533","6,916","7,300","6,367","4,738","15,753","21,098","30,266","29,685","17,678","4,661","3,082","3,172","3,556","7,834","9,209","5,516","4,155","4,726","6,350","6,474","6,184","8,103","3,034","3,917","5,024","3,546","2,984","1,571",703,"1,327","1,603","1,580","1,056","1,686"
77,"13,961","12,151","11,343","9,150","7,276","9,589","7,655","6,149","3,416","5,193","3,604","6,671","7,071","6,108","9,115","8,213","9,065","8,997","8,043","7,591","11,338","11,456","12,532","10,594","18,800","9,809","23,021","24,391","31,088","22,004","13,726","10,164","5,430",0,"6,639","14,960","15,158","19,349","9,485","4,906","4,600","16,250","13,405","2,718","2,659","3,545","2,884","2,244","3,359","4,553","2,188",477
78,"17,628","14,186","13,032","14,565","11,194","13,505","19,685","38,107","16,829","36,622","22,304","32,771","31,123","35,484","52,578","72,864","64,498","77,752","128,501","75,271","107,956","143,793","158,814","179,963","228,770","182,948","222,258","170,339","193,245","190,816","161,408","156,530","124,140","119,826","69,115","73,673","49,087","55,924","45,179","65,684","53,196","53,385","27,542","24,933","31,829","43,840","36,094","42,104","47,462","34,849","22,163","25,632"
79,"20,709","12,049","12,751","11,328","8,041","5,769","3,908","3,744","2,253","5,556","3,755","5,672","4,476","5,204","5,454","7,295","11,971","12,888","19,103","26,656","37,016","37,838","51,560","44,050","56,603","55,745","71,974","59,862","61,941","42,491","35,290","32,664","31,242","28,584","33,451","24,382","16,867","20,766","21,386","24,840","22,458","17,093","19,791","16,957","13,446","14,657","17,739","22,799","16,414","21,048","14,666","13,670"
80,"6,555","9,335","1,044","1,488","4,888","11,771","18,443","14,639","8,329","20,216","15,085","24,152","18,437","21,061","20,222","8,407","14,326",0,0,"20,075","31,532","17,961","43,266","25,992","80,182","106,338","103,332","57,532","45,228","21,825",0,0,0,"3,922",0,0,0,0,0,0,0,"8,423",0,0,0,0,0,0,"9,218","14,370","9,606","4,356"
81,"17,665","14,651","9,156","2,416","10,730","26,376","18,090","15,838","3,852","5,800","7,588","31,090","12,575","19,208","51,642","89,712","72,679","28,603","29,874","38,047","64,518","75,865","50,065","47,012","46,685","46,370","20,656","13,769","18,907","22,662","16,454","17,671","11,002","21,136","16,238","3,311","7,331","17,512","12,254","12,117","12,183","10,270","3,198",259,0,0,0,"8,904","3,403","35,825","14,441","12,648"
82,"10,421","15,885","14,585","19,206","20,945","43,037","48,980","49,676","23,733","68,809","45,027","49,947","47,300","48,819","68,794","74,898","80,161","77,444","111,064","118,749","151,940","160,211","220,889","212,281","207,321","202,654","240,896","237,772","218,673","181,036","184,125","131,812","80,976","28,552","3,312","1,222","1,256",974,488,982,686,754,839,"1,697",983,619,731,338,"1,574",965,703,"1,868"
83,"2,789","2,932","3,427","5,437","3,091","2,010","1,831",0,0,0,337,0,0,"3,703","7,587","6,935","8,265","10,168","12,936","10,546","13,107","8,418","10,449","9,684","11,490","11,459","9,235","9,147","9,650","10,320","10,405","9,238","9,434","8,594","3,125","2,410","2,300","1,429",940,936,213,0,0,0,0,0,"2,036","2,097",0,0,0,"1,316"
84,"2,509",843,"1,140","1,417","2,152","1,324","1,270","2,932","2,103","3,344","1,192","3,142","4,572","2,999","1,755","2,434","2,698","2,205","3,013","3,052","2,337","1,893","2,944","4,072","4,405","2,922","4,080","4,507","3,559","1,461","2,163","1,350",969,787,528,0,0,0,0,0,0,0,0,236,0,0,630,0,0,0,0,0
85,"4,879","3,459","3,281","3,022","2,704","3,043","3,012","2,916","1,845","3,770","2,611","2,876","2,675","2,365","2,706","2,422","2,247","1,583","2,403","1,599","2,413","2,314","2,762","2,830","2,752","2,566","3,076","3,266","5,672","5,334","5,576","5,154","4,391","3,425","3,203","3,584","2,980","2,605","1,842","1,988","2,090",478,769,"1,588",568,524,657,915,677,"1,091",463,"1,520"
86,507,0,0,"45,685","47,568","86,392","83,587","96,777","44,134","87,318","105,397","112,910","110,949","109,288","114,356","115,495","117,976","116,284","128,389","125,870","185,118","235,346","173,914","149,975","139,261","133,136","144,051","173,343","152,381","166,813","159,571","132,573","115,625","84,668","47,564","31,814","13,158","14,920","10,976","4,904","1,784",0,"2,467","3,601",0,0,0,0,0,"69,998","56,427","114,247"
87,"1,245",662,859,0,0,0,0,0,0,0,194,808,"1,276","1,699","2,613","5,159","2,189","1,695","4,275","4,995","5,218","6,764","7,467","7,338","6,830","6,876","7,820","8,132","8,221","7,443","10,452","10,104","7,884","6,438","8,023","6,956","6,039","4,772","3,656","3,793","4,200","2,508","4,282","5,256","4,833","3,706","3,169","3,201","3,592","6,308","25,211","57,812"
88,"7,232","5,019","7,088","9,751","11,896","9,980","12,348","54,611","32,409","39,707","18,459","28,503","19,308","46,962","37,884","26,208","35,872","34,535","51,362","47,396","62,104","47,820","67,500","68,012","69,095","82,059","89,584","79,954","85,017","69,480","66,013","60,604","56,454","44,959","29,959","22,681","15,474","16,305","11,562","1,832","5,417","6,574","14,842","19,039","8,070","6,063","8,590","25,511","19,438","30,417","20,514","25,949"
89,376,"1,159","2,357","2,305","1,799","2,306","2,399","2,453","1,005",0,0,0,"12,841","49,171","116,791","169,890","195,993","219,857","212,572","176,750","149,060","141,570","169,675","145,154","148,446","193,838","205,166","55,956","47,830","36,668","33,654","9,227","7,235","4,460","5,110","4,953",0,0,"1,785","1,709",0,0,0,0,0,0,0,425,"3,258","24,346","25,256","26,928"
90,"4,227","1,512","2,004",956,"1,409",778,"2,299","3,361","1,677","3,119","1,682",561,"1,427","1,356","1,750",701,859,"1,251",251,581,"1,276","2,488","2,786","1,739","3,142","2,816","2,211","6,673","2,427","1,624","1,562","2,698","3,368","2,475","2,516","2,455",0,973,"1,203",844,"1,379",887,115,251,0,"1,332","1,283",942,323,111,0,0
91,"1,810","1,240","1,247","1,247","1,247","1,241","1,245","1,233",713,"1,780","1,459","1,251","1,251","1,251","1,273","1,273","1,301","1,294","1,295","1,465","1,661","1,886","2,093","2,037","2,065","2,061","2,594","2,279","2,296","2,136","2,730","4,361","2,964","3,441","3,206","3,267","3,247","1,638","1,631",462,0,492,"1,913","1,906","1,288","1,643","1,679","1,349","1,062","1,451",834,"1,225"
92,88,163,0,0,0,0,0,0,82,486,"1,079",721,0,0,535,0,0,184,684,411,"2,269","2,936","2,461","3,755","3,916","5,205","4,133","5,191","5,930","2,889","6,326","4,671","5,265","4,126","4,025","2,790","2,751","2,678","2,867","3,606","2,243","1,506","1,832","2,827","2,635","2,705","1,622",611,"1,540","2,011","1,606","1,386"
93,"3,159","2,937","1,556","1,676",420,0,0,0,0,229,704,291,893,"1,035","3,951","7,495","10,876","15,557","15,838","19,570","15,096","14,338","17,805","17,664","15,158","18,541","20,620","22,595","20,537","21,692","18,910","12,410","13,960","20,003","17,099","20,758","14,637","10,810","8,991","9,220","7,294","5,563","10,600","9,019","10,383","6,103","7,955","7,924","8,291","6,250","4,832","8,808"
94,333,175,170,170,208,85,85,0,0,0,0,0,0,717,603,305,"1,153","1,252","1,129","1,116","1,749","1,173","1,253","1,019",985,844,"3,068","1,758","1,738","1,097","1,558","1,471","2,369","1,260","1,329",701,"1,227","1,263","1,687","3,277","1,474","1,649","1,920","2,702","1,945","2,604","2,831","4,031","2,906","3,696","2,405","2,319"
95,0,"7,257","1,922",0,"1,898","12,869","8,428","18,487","12,406","47,472","32,746","14,356","12,613","16,743","53,314","77,707","63,793","72,565","93,020","99,182","97,501","92,805","97,590","86,158","64,781","73,654","105,266","70,579","59,973","58,110","52,604","35,375","27,877","13,298","8,596","10,922",0,0,0,"2,285",0,0,"11,728","14,927",460,0,0,"11,340","21,239","2,701",0,"11,315"
96,"8,634","11,671","27,151","33,651","2,236","13,323","7,832","10,488","2,133","3,356","4,006",0,332,"12,975","15,494","42,165","29,272","16,858","20,099","21,570","51,464","55,791","93,199","89,041","96,226","109,904","101,652","103,218","100,189","68,676","52,623","49,759","35,497","14,486","5,857","20,263",0,"1,472","2,193","2,430",0,0,0,0,0,0,0,"1,759","10,481","16,623","9,158","9,809"
97,0,0,"59,314","88,944","59,774","113,766","112,803","109,226","63,042","121,445","119,597","119,632","84,285","102,913","108,485","111,466","121,399","95,573","115,108","114,243","111,736","101,901","146,052","149,701","160,876","155,028","174,807","176,214","163,995","143,059","152,157","98,600","118,309","117,950","81,560","81,481","88,195","75,188","65,913","71,682","39,756","66,598","71,698","61,763","66,669","60,204","32,947","30,925","28,087","42,003","33,067","62,766"
98,"7,126","9,380","12,884","12,108","3,501","6,218","7,915","2,279","8,108","2,042","1,044",0,"4,363","16,517","26,640","29,586","21,971","24,626","24,635","8,723","27,760","41,645","27,636","28,045","31,681","29,861","36,708","40,542","47,160","37,882","16,132","8,940","7,351","3,604","1,210",0,337,"5,130","1,941",618,609,0,866,206,0,0,0,0,0,0,0,"5,977"
99,833,84,83,0,"1,132","1,772","1,808","1,594","1,180","3,314","1,697","2,765","3,489","4,178","4,132","4,410","3,891","3,044","4,121","5,070","6,841","6,034","6,824","5,859","6,113","5,528","6,606","5,357","6,330","5,726","5,702","3,703","2,905","1,997","1,109","1,241","1,297","2,715","2,276","1,876","1,010",176,0,"1,533","1,078",440,914,"1,462","1,666",320,0,"1,023"
100,"73,831","22,581","4,902","3,352",215,"1,630","4,550",0,0,"1,977","3,404","2,300","3,858","8,219","4,726","5,851",280,"5,101","10,572","16,805","8,617","22,638","75,490","63,564","57,107","54,497","82,429","97,183","79,738","68,921","48,311","39,718","21,605","54,369","14,271","15,534","5,116","7,261","4,717","8,107",289,"1,981","4,612","10,863","1,940","3,695",0,0,"4,632","5,332",0,"1,103"
101,"14,022",0,0,0,0,0,0,0,0,0,0,0,0,"61,500","124,369","131,492","173,240","133,974","108,177","89,491","118,318","101,598","112,311","190,575","187,334","211,316","352,879","316,505","193,820","61,213","82,886","82,067","63,802","38,207","12,087","12,556","12,541","13,022","26,469","32,756","18,072","22,185","62,741","24,565","27,672","18,119","16,818","31,606","46,745","48,685","22,893","33,268"
102,"2,809","2,814","2,682","2,051","2,197","1,898","1,856","1,586",799,"2,141","1,668","1,876","1,681","2,053","2,476","2,206","2,961","3,117","3,050","2,549","2,862","3,463","2,735","3,048","3,134","2,685","3,041","3,160","2,779","2,280","2,537","3,017","3,024","3,254","2,884","2,632","2,915","4,404","3,890","3,654","5,450","3,968","3,575","3,599","3,004","2,870",0,"2,693","2,513","2,703","2,790","2,539"
103,"87,002","58,718","56,765","65,630","59,888","89,359","80,603","48,379","22,284","39,088","12,168","12,306","46,279","34,833",0,0,"39,075","38,430","33,873","45,285","32,685","32,583","49,028","40,642","42,063","85,831","57,360","82,088","57,946","46,174","56,802","42,439","29,535","31,960","29,565","34,909","24,505","28,907","41,955","35,320","15,311","26,030","31,559","34,061","37,471","32,408","51,360","45,100","64,142","45,153","52,936","50,413"
104,"136,138","193,451","113,382","157,667","39,593",0,0,0,0,0,0,0,0,"1,565","2,330","3,605",300,"11,799","18,309","20,066","26,743","24,736","55,403","63,914","64,471","116,173","100,306","135,063","122,161","101,124","126,639","88,298","61,876","42,746","20,619","15,901","8,137","4,878","5,250","2,787",0,0,0,"1,700","3,660","2,181","4,495","3,447","7,070","7,165","1,779","7,667"
105,"3,612","2,338","1,518","1,850","1,565","1,355","1,719","2,161","1,044","2,190",974,"1,164","1,343","1,194",797,"1,186","1,238","1,640","1,227","76,840","82,972","99,892","82,196","64,099","3,214","3,385","3,529","3,254","12,417","6,048","6,284","6,846","4,543","4,721","4,417","2,577","2,532","3,200","1,808","1,772","1,758","1,572","1,794","1,958","2,523","2,300","2,542","2,216","1,943","2,085","1,788","3,649"
106,"1,203","2,031","2,178","2,565","2,836","3,205","4,604","4,833","3,108","7,804","7,320","7,647","8,499","8,068","9,420","8,524","7,957","6,921","6,935","6,646","6,783","7,987","7,880","7,461","7,672","8,026","8,272","8,351","8,441","7,671","7,512","7,148","6,707","6,329","4,859","5,028","5,333","5,132","5,086","4,284","3,691","4,227","2,909","3,024","3,176","4,119","3,836","3,755","2,687","2,945","2,939","3,359"
107,819,"1,408","1,390",449,199,440,177,287,44,90,0,0,0,0,109,264,88,980,"1,362","3,037","1,802","1,712",724,"1,015","1,777","1,842","1,261","2,550","1,793","1,902","1,489","2,453","1,661",893,"2,549","2,943","2,016","1,987","2,032","1,783",432,"2,014","2,757","3,314","3,080","3,077","3,593","4,889","4,217","4,177","3,380","4,660"
108,"26,931","20,413","27,911","19,812","17,050","10,293","6,570","5,664","3,413","8,001","10,512","12,084","10,461","8,191","31,378","46,178","43,166","34,826","50,959","42,340","77,874","89,111","105,181","139,660","141,012","157,569","169,350","163,341","136,570","101,822","78,753","30,814","55,089","21,581","8,050","13,388","12,999","8,117","6,999","3,297","2,637","4,480","3,455","3,034",472,810,"3,187","1,193","2,191",593,0,"2,141"
109,"27,741","15,202","19,718","21,862",0,"51,163","64,134","25,779","22,790","62,187","48,715","47,702","77,658","96,160","177,128","167,836","180,373","202,893","97,967","24,013","279,953","231,316","210,984","168,955","100,622","96,148","186,651","309,034","315,912","234,407","272,171","117,516","46,504","57,103","49,399","94,674","33,992","51,269","121,013","66,626","40,754","54,797","64,391","16,887","9,293","9,084","10,033","7,076","28,427","22,360","11,643","13,865"
110,"4,155","6,318","10,958","11,360","10,472","8,832","7,391","5,721","28,076","101,477","5,782","5,628","175,404","324,887","312,665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,551","6,165","7,379","8,514","4,964","8,804"
111,0,0,0,0,0,0,"1,658","2,217","1,619","4,762","4,322","4,439","5,353","6,911","6,243","6,214","6,127","6,206","6,489","7,971","9,585","10,400","10,669","9,228","8,416","8,375","8,415","8,175","6,909","6,547","4,616","5,341","4,300","4,835","5,253","4,493","4,664","4,663","4,958","5,158","4,691","4,180","4,125","3,728","4,230","4,309","3,575","3,662","2,833","2,962","2,781","4,294"
112,"26,865","71,338","70,185","39,045","92,650","259,140","155,291","125,512","27,469","163,769","156,106","115,740","126,125","203,922","347,341","392,613","258,538","288,536","170,420","182,772","384,877","418,126","506,165","528,588","443,519","516,442","408,103","399,485","479,432","491,632","462,508","243,361","14,443","12,067","30,486","45,117","37,510","34,419","27,759","8,765","1,236","21,793","18,838",0,0,0,0,"3,813","10,616","17,701","4,334","33,262"
113,718,"1,020",840,0,0,0,0,0,0,0,0,0,0,0,0,"2,429","2,862","2,155","2,911","5,313","5,228","5,696","5,499","4,569","3,945","4,404","3,733","3,896","3,069","3,881","3,664","3,790","1,293","2,461",551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,281","2,677"
114,"3,370",0,0,0,0,"1,219","2,567","1,995",0,0,"1,663","1,323",0,0,"5,939","5,115","19,603","19,542",0,"5,887","78,541","37,741","54,734","70,162","95,402","104,426","58,906","102,436","54,405","54,779","25,598","36,116","4,870",0,"8,067","4,807","3,860","3,381","3,583","3,199","3,151",0,"1,871","2,633","3,082","1,320",0,"2,131","3,527","3,331","1,450","3,177"
115,826,584,458,416,251,211,172,0,0,0,0,0,0,0,278,429,"1,033","1,469","1,773","2,770","3,139","3,974","4,620","4,527","4,422","4,267","3,673","3,966","4,133","3,990","4,430","4,349","3,766","4,038","5,137","4,473","4,396","3,953","3,473","3,693","3,107","2,774","2,926","2,361","2,187","2,493","2,431","2,112","1,232","1,562","1,123",770
116,"7,722","6,577","4,742","4,489","4,041","4,974","6,489","5,457","4,395","22,180","20,244","21,383","25,894","26,811","25,831","25,869","29,600","31,913","28,265","29,987","29,716","28,565","32,123","32,524","36,604","39,160","38,866","31,332","35,146","37,297","32,112","31,860","33,072","32,187","26,419","26,569","24,856","21,636","21,523","16,446","11,065","10,760","17,096","16,214","12,630","10,714","14,749","9,701","8,846","9,922","5,101","12,602"
117,"3,327","4,826",782,792,0,"16,242","21,408","20,036","14,274","32,505","47,249","53,997","41,268","74,223","73,866","87,991","92,394","88,496","66,690","60,207","58,429","63,589","77,335","81,110","87,054","83,838","32,861","52,403","53,491","78,603","68,941","60,627","52,155","54,363","35,882","21,639","1,874","1,432","2,185",0,0,0,0,0,0,0,0,0,"5,352",0,0,"1,861"
118,"19,738","7,775","20,640","26,173","28,719","70,992","93,975","78,330","45,926","103,218","55,309","37,270","47,364","38,594","57,216","65,336","71,837","63,829","64,495","72,230","90,614","58,413","69,638","87,071","74,993","101,847","62,153","52,201","54,093","81,866","64,084","30,367","14,714","1,642",0,0,"5,410","6,952","3,950","4,675",0,"2,091","11,307","3,851","1,972",646,"2,512","2,541","5,242","5,143","2,060","8,872"
119,"7,219","7,483","6,447","7,311","7,359","8,137","16,568","19,161","11,641","27,559","18,685","18,313","15,587","19,306","18,095","16,419","17,108","12,016","15,152","12,623","11,555","9,741","9,401","11,161","10,961","8,419","7,865","6,804","6,594","6,753","7,935","7,398","5,546","2,135","4,667","4,609","4,479","3,642","3,142","1,966","1,472",311,0,"1,074","1,228","1,661","1,973",488,554,"1,071",168,0
